run_id,split,middle_route_duration_s,middle_route_ground_speed_m_s,median_radial_ground_speed_m_s,median_target_ground_speed_m_s,median_lean_deg,lean_near_30deg_fraction,median_altitude_delta_m,n_middle_position_samples
pipeline-0085-run-001,train,68.38864530598886,6.2391776227536155,6.2358339782994,10.517358688841645,30.005837851124205,1.0,-0.009510040283203125,684
pipeline-0086-run-001,train,13.535481279747955,9.954106961096434,9.994302587268535,10.0141425684875,25.079714261180328,0.0,-0.016292572021484375,136
pipeline-0087-run-001,test,19.632221384669094,9.44688664785842,9.468292773202657,10.50743123489864,29.995875462705612,1.0,-0.005062103271484375,196
pipeline-0088-run-001,train,24.565294295758036,9.991066233886974,10.011534212669071,10.015106748238908,29.25589332066828,0.044897959183673466,-0.006561279296860789,245
pipeline-0089-run-001,train,57.211269699923804,10.002443733795795,10.007397450878177,10.006838234100782,11.832229544079862,0.0,-0.008699417114257812,572
pipeline-0090-run-001,train,42.58057374051691,9.998396869853398,10.014468597095647,10.01385416097404,26.59559935584477,0.0,-0.0213165283203125,426
pipeline-0091-run-001,test,75.14696895973466,8.326272232538313,8.343480082440893,10.547491638845376,29.987195451950086,1.0,-0.0068511962890625,752
pipeline-0092-run-001,train,53.55602607630817,9.782039790975055,9.797024719133821,10.511938719844066,29.993432570209176,1.0,-0.00553131103515625,535
pipeline-0093-run-001,train,44.70824400586545,8.395364495949842,8.419662751696992,10.53519358925908,29.989110627870655,1.0,-0.007637023925767039,447
pipeline-0094-run-001,train,78.61920398544368,9.829737037772203,9.847456586425592,10.518379476212722,29.993687060779425,1.0,-0.019756317138671875,787
pipeline-0095-run-001,test,36.60184628998198,9.998594245962547,10.010766396320896,10.009725404873919,27.58994238073624,0.0,-0.010250091552734375,366
pipeline-0096-run-001,train,19.086613167895962,9.979517204317213,10.007377744515257,10.013823239223994,29.306958098969176,0.05759162303664921,-0.007099151611328125,191
pipeline-0097-run-001,validation,86.77104668240452,10.007905870098543,9.994164404850627,9.993641013148999,9.916040379069203,0.0,-0.009037017822265625,868
pipeline-0098-run-001,train,30.720470324207128,9.996157593104021,10.01159724975911,10.0123499870856,28.692365168814998,0.0,-0.008457183837890625,308
pipeline-0099-run-001,test,78.03694792219173,10.00696170491809,10.017966179944965,10.016292786483127,29.278744320197426,0.06666666666666667,-0.000865936279296875,780
pipeline-0100-run-001,train,39.78836124733385,9.727520549074676,9.736829664353372,10.514550490701973,29.997451734194467,1.0,-0.012159347534179688,398
pipeline-0101-run-001,train,42.32697097790458,9.621995747805899,9.634134401677892,10.509907862550934,29.994662188947828,1.0,-0.0174713134765625,423
pipeline-0102-run-001,test,26.683690609418704,7.5226678275311984,7.529130430876379,10.529608348932083,30.002523151824494,1.0,-0.0023651123046875,267
pipeline-0103-run-001,train,63.35532765635074,10.003786707682004,10.017245857819812,10.017146985178316,24.208527139970414,0.0,-0.00698089599609375,633
pipeline-0104-run-001,train,62.03152698654182,7.012726818866097,7.029079090205759,10.522729456989161,29.99303095602146,1.0,-0.01041412353515625,620
pipeline-0105-run-001,test,33.542908347205895,9.997491932676041,10.013442098158869,10.013837356940693,28.813438849799553,0.0,-0.01064300537107954,335
pipeline-0106-run-001,train,56.112869646704695,10.001512970235272,10.014735680878573,10.014130270434636,24.502511254213946,0.0,-0.00481414794921875,561
pipeline-0107-run-001,train,60.81834338013158,10.003598005524868,10.015576326280367,10.01622914910243,29.432911107752904,0.20723684210526316,-0.004482269287123586,608
pipeline-0108-run-001,validation,28.553247547539883,9.995580563619647,10.010913104344507,10.013432600316715,28.244476166133122,0.0,-0.0070953369140625,285
pipeline-0109-run-001,train,66.55030628400254,10.005061673753623,9.998339575839733,9.997281260300905,11.301134641953755,0.0,-0.00862884521484375,665
pipeline-0110-run-001,train,36.17491626461771,9.998283378356843,10.01387137647542,10.013049934360668,25.55325917857582,0.0,-0.008419036865234375,362
pipeline-0111-run-001,train,44.40908191822584,9.998637574383112,10.009628867886498,10.009234887064704,26.444169209803185,0.0,-0.01074981689453125,444
pipeline-0112-run-001,train,67.56224482152177,10.004872518650552,10.016626578891131,10.016565808010478,24.278316719692167,0.0,-0.018693923950195312,675
pipeline-0113-run-001,validation,89.02518249612854,10.008533232399213,10.001256502548896,10.000608394998123,24.104346808549895,0.0,-0.00783538818359375,891
pipeline-0114-run-001,test,16.988518213315103,9.975560623794681,10.004561474021628,10.019028201373953,27.754295586781147,0.0,-0.016258239746100855,170
pipeline-0115-run-001,train,85.5344953133756,10.007763685668328,10.002439553171381,10.001666969987815,19.329919101634623,0.0,-0.00141143798828125,856
pipeline-0116-run-001,train,68.02615027334033,10.005003604967706,10.012951917204276,10.013103565268114,29.18809269291149,0.0,-0.00946807861328125,680
pipeline-0117-run-001,validation,73.83883390195547,10.007395022412382,9.985849977101584,9.985646346212437,15.15573122710847,0.0,-0.010181427001953125,738
pipeline-0118-run-001,train,61.52892585623263,8.976499104635149,8.999835645422602,10.526013981772671,29.992485757580884,1.0,-0.0105743408203125,615
pipeline-0119-run-001,train,52.75378533630297,10.001053137719794,10.014378326864051,10.013510283780551,27.972538636476887,0.0,-0.0018463134765625,528
pipeline-0120-run-001,train,77.14549288010738,10.007180206391297,10.012485390190651,10.011565805704983,17.83261484853124,0.0,-0.005359649658203125,772
pipeline-0121-run-001,validation,76.79229293785437,10.00676647320157,10.011383548605526,10.009615427586123,25.084891899578125,0.0,-0.010284423828125,768
pipeline-0122-run-001,train,54.98232035715745,7.219314275754719,7.240058752104486,10.522256521227577,29.98904016733798,1.0,-0.00897216796875,550
pipeline-0123-run-001,test,64.45277300557001,9.409353351627958,9.428566729291985,10.522914251241207,29.995662745962374,1.0,-0.005828857421875,645
