variant,architecture,parameters,mean_train_mae_mah,mean_validation_mae_mah,min_validation_mae_mah,max_validation_mae_mah,mean_high_headwind_mae_mah,mean_max_underprediction_mah,seed_range_mah,train_validation_gap_mah
f3_cubic_fixed,512,23041.0,12.144401459960632,41.08180353825483,37.15659421902316,47.41579858122552,82.41122385682048,339.1460780670007,10.259204362202361,28.9374020782942
f3_cubic_fixed,64-32-16,5441.0,6.904638427835114,44.05762407826297,35.77659075281613,59.56822511137754,89.77384464368693,402.6058085874074,23.791634358561403,37.15298565042785
f3_cubic_fixed,64-32,4929.0,5.414902811779804,41.45932644831421,39.621289865501325,44.90318212298151,87.94715787882289,408.51534876412643,5.281892257480187,36.044423636534404
f3_cubic_fixed,64,2881.0,18.546312193932053,53.03701595437519,35.62270655739207,75.30759970527167,86.02323546602008,302.14655631898796,39.6848931478796,34.49070376044314
f3_cubic_learned,1024,46081.0,6.962647451772226,30.277978728584078,28.785911781559754,32.21172896224098,61.23854964408083,297.23518808915924,3.4258171806812285,23.31533127681185
f3_cubic_learned,128-64-32-16,16513.0,6.430132809703369,39.28471628688976,38.67204511334403,39.769025747577636,82.780149325637,423.9161227394649,1.0969806342336028,32.854583477186395
f3_cubic_learned,128-64-32,16001.0,8.649737708348836,38.30313193171514,36.69689323470411,40.001198582299196,77.5780414265456,394.45548768918025,3.3043053475950828,29.653394223366305
f3_cubic_learned,128-64,13953.0,8.771908451812076,38.66509793416481,35.00484866504656,42.905773213444874,73.87296707390674,386.3083600109297,7.900924548398315,29.89318948235274
f3_cubic_learned,128,5761.0,11.502006827903907,39.25048212809597,31.76736363933817,44.80255643774644,70.67705970509991,332.43688549956096,13.035192798408268,27.748475300192062
f3_cubic_learned,16-16-16-16-16-16-16-16-16-16,3169.0,13.848113301287198,87.86904082758888,59.248138436311386,142.7262860955359,135.55934895393816,551.3064651881726,83.4781476592245,74.02092752630168
f3_cubic_learned,16-16-16-16-16,1809.0,7.927727981333749,59.7407075544269,37.96705812659251,81.90537006136562,95.70824098139134,456.3947468739564,43.938311934773104,51.812979573093145
f3_cubic_learned,16,721.0,6.358998379363839,65.23297589706759,55.419650077103036,81.1199058040824,108.48147494135344,358.4718473958774,25.70025572697937,58.87397751770375
f3_cubic_learned,256,11521.0,15.527460727989208,36.526844918130536,34.049938892761915,38.03072165718457,75.52147424356211,293.64048422247697,3.9807827644226563,20.999384190141328
f3_cubic_learned,32-16,1953.0,4.418287436332051,45.40289262993074,42.89181112006051,47.06763862076648,93.8766982055489,404.90737831547995,4.175827500705971,40.98460519359869
f3_cubic_learned,32,1441.0,4.163578428727223,49.465874025744284,42.96058917021911,54.26061276049945,90.1517844132308,355.3237248665261,11.30002359028034,45.302295597017064
f3_cubic_learned,512,23041.0,16.58597343795909,39.29997896958035,30.886740653584855,53.87046780123215,70.7729211400178,315.49327369251085,22.983727147647297,22.71400553162126
f3_cubic_learned,64-32-16,5441.0,5.515133577491317,42.71476611852112,34.051323596544826,59.964811427192856,84.58765277904918,406.4101646442644,25.91348783064803,37.1996325410298
f3_cubic_learned,64-32,4929.0,6.719395524159359,39.47657950036437,35.558245630481984,42.933783880443045,81.77567961186243,417.69741748555697,7.3755382499610604,32.75718397620501
f3_cubic_learned,64,2881.0,16.531629167758187,54.45735791804167,36.380088463406196,84.0099579493798,86.44787015032783,320.59912499581714,47.6298694859736,37.92572875028348
